sample,P05814,P00709,P47710,P02788,P01834,P02768,P07498,P10451,P19835,P01876,P0DOY3,P01591,P01833,P01877,P04264,P13645,P10909,P35527,P61769,P61626,CON__P00761,P47989,A0A0J9YVR3,S4R460,CON__P02662,S4R371,Q13410,P01857,P22897,P08571,P35908,P01034,P02647,P63261,Q08431,Q08380,P04745,P23280,E9PJK1,P01011,Q6WN34,E9PNW4,H0YCU0,P01859,CON__P02663,H0YLF3,P01009,P01619,P02763,P0C0L5,A0A0G2JMB2,CON__P02666,P01780,P15291,H0Y8D1,V9HW75,CON__P02754,P01871,G3V2V8,P25311,P02774,Q5H9A7,Q99541,P18065,P23284,P02787,P02766,P07602,P02649,P0CG04,P08779,P63313,J3QLR0,E9PDQ1,CON__P02668,P01024,P49327,V9GYC1,H0YH81,P81605,A0A087X0Q4,P06733,P02765,CON__P00711,D6RF34,P02750,P04406,P30086,A0A0C4DH31,D6RAL1,Q02818,P04004,H0Y8K1,Q16851,P06858,Q6X4U4,A0A075B6K5,P02533,P20061,P00738,P06396,J3QS39,Q92876,P06702,F5H386,Q9P2X0,H3BVC8,P63104,D6RC73,P07195,P01825,A0A087X1J7,P02538,O00560,P02749,A0A0C4DH29,P01860,O60664,O00391,P15328,P04432,G3V4S2,P34096,P13647,P25705,P02790,E7EU05,P01717,A0A0C4DGN4,F5GZD9,P0DP03,P23297,Q96KP4,A6NNI4,A0A087WWM1,P06727,P19652,P04080,P60709,P23528,P12273,P62937,E9PM31,P68032,A0A0C4DH68,Q2QBA2,P25774,P05155,Q9NP72,P04075,P05090,P04003,J3KTF8,P01602,Q01469,P04217,P01008,P45877,P07108,A0A075B7B8,P01594,P19875,P84077,P24821,P50395,P00751,Q9H4G4,A0A0C4DH38,P60174,Q9BRK5,A0A0G2JNJ5,Q5VTE0,Q9NZH0,P07737,Q12841,P31153,X6R3G6,Q14512,H7C469,E9PKE3,P04066,P60953,Q16740,K7ELW0,Q9H173,P08238,P00441,E9PLD0,G3XAM2,Q9UBI6,P02675,P0DP04,E5RIP1,A0A075B6J9,A0A0B4J1Y9,P14550,P01042,P40925,P27105,Q5SZC9,P04114,P31431,H0YDD8,P68871,P61586,Q9UHD0,P01721,P00450,P10599,Q5SYZ4,Q14697,P62258,R4GNA5,C9JEU5,Q96FE7,Q9HB40,C9JPV4,P28799,A0A1W2PP70,Q96S86,P61224,P22033,A0A0A0MSE8,P02671,P00747,F8WBR5,E7EP32,F8WCJ1,H0Y552,P30041,Q5FBY3,P08294,P43490,H0YFX9,P36871,H0YAE9,E9PSE5,P01023,F8VRK0,O75528,E9PHK0,Q6UXA7,Q6UXI9,Q9BY76,P10643,Q96CV9,A0A0G2JNZ7,P62805,Q16555,P13693,O14745,CON__Q9QWL7,O00300,P63000,P15531,P02748,P07237,D6R904,P14174,H3BM38,P31946,P15311,Q02413,A6QRJ1,O75629,H0YMM1,Q9P225,P35326,P20339,Q99880,P14923,A0A1W2PR11,I3L3P7,P27797,E9PIT3,P11021,P62942,D6RD69,P02760,A0A0C4DH36,E7EPB3,P52209,A0A0A0MS15,S4R3V8,P00558,P01133,M0QZN2,CON__P35908,P00491,Q92520,F5GWX2,Q02487,P47929,P04792,P49189,H7C3P4,P50591,Q9H3G5,Q9BXJ1,P62820,P58499,Q13332,A6PVX1,P05109,G3V423,P36222,P17066,P11498,F5GZQ4,Q14195,P15289,P52823,E9PP60,O75874,Q14624,Q9UHL4,Q9HCY8,Q01459,Q99536,A0A0A0MTB9,F8VQQ8,B1AP61,P07858,Q9Y646,P27348,P02751,P08603,P06312,B7ZB02,P29966,P04433,A6NGH8,Q5T749,C9JEN3,Q6PCB0,P36955,Q99519,P02794,P51149,F6RFD5,P15924,P53634,Q68D85,P15259,Q08554,Q96BY6,M0QZK8,H3BLU7,Q9UN76,H3BQZ9,Q14376,Q6JEL2,Q5T985,O00299,P00167,Q99538,E5RJS4,Q6UWW8,P68036,A0A0C4DH35,B1AKG0,Q14118,Q9NQX5,P01019,Q8NEZ4,P13984,P0DJI8,P0C0L4,P14625,P61019,H3BMH2,P07996,Q8IYX3,P13639,Q86Y46,P01861,P09467,P28838,P54802,A0A087WTA8,CON__P04259,P19827,Q2I0M4,H9KV75,C9J6B1,K7EMS3,Q15181,A0A140T958,E7ESS4,Q9UNQ0,A0A024R6I7,Q9NR31,O15232,Q13438,F8W7C6,A0A0B4J1R6,G3V482,Q9H7C4,Q15833,Q9BWS9,P62701,P19440,P43652,D6RFX4,F8VWW8,O00764,Q6ZRK6,E7EQ29,H3BTN5,H7C0V9,P31947,B4DYP1,P00352,P07900,Q86U57,Q92484,B5MCP9,Q99650,Q5QPR4,A6NIW2,Q8N1N4,Q9NZP8,P48449,Q9BWD1,Q01518,P15814,P16066,P07360,Q13790,Q96P63,H0YNC2,O60543,F5H2L1,X6R9L0,Q10471,E9PCD7,CON__Q6IFZ6,P61981,Q96RL7,S4R3D5,P31944,P27169,CON__Q6NXH9,O75891,A0A1B0GWF2,Q9NR45,O75355,Q02809,Q8WUM4,Q96PD5,Q06210,P28070,O43278,P04083,P02452,Q5D862,A0A087X0D5,P25788,P30044,Q6KB66,P29992,A0A0U1RQV3,A0A140T975,CON__O76011,O75083,P21399,Q12955,Q8NBJ4,H0Y8P9,Q709C8,P04196,O60603,H0Y7S3,P53396,Q9HC84,J3QLR4,I3L116,X6RKS3,H0Y7U8,P03973,P05386,Q9BYK2,Q02790,Q9NRK6
2542,8.221204194,65.65888362,2.026476403,1.248458186,9.302004793,0.419707603,0.123006579,0.186262585,0.066964151,0.044953098,0.429442719,3.054275253,0.435143374,0.230725713,1.747574473,0.508411371,0.395085522,0.285185999,0.022670114,0.083650802,0.341999721,0.036087171,0,0.367254659,0.013526323,0.221025206,0.04323944,0.376203649,0.152943668,0.007036081,0.279510065,0,0,0.403085226,0,0.111155348,0.029759592,0,0,0,0,0,0.097242389,0.212605245,0,0,0.123743264,0,0,0.008419466,0,0.016270845,0,0,0,0.032263826,0,0.008963328,0.023562541,0.02005958,0,0,0,0,0,0,0,0,0,0,0.009198177,0.391327935,0,0,0,0.01743273,0.00682447,0,0.225059667,0,0,0.005929076,0,0.07489958,0,0,0,0.2565344,0,0.198326416,0,0.017468823,0,0,0,0,0,0.007501824,0,0,0.009193233,0.253093242,0,0,0,0,0.043767975,0.0104896,0,0.129631797,0,0,0,0,0,0,0.051567933,0.006786894,0.020244493,0,0,0.365741736,0,0.006614836,0.080432132,0,0,0,0,0,0,0,0,0,0.005246778,0,0,0.07524073,0.01831428,0,0,0,0,0.027711213,0,0,0,0,0,0.002903675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013713708,0,0.005865296,0,0,0,0.003958667,0,0,0,0,0,0,0,0,0.008806597,0,0,0,0.036187043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000938655,0,0,0,0,0,0,0,0,0,0.001935652,0,0.03194097,0,0,0,0,0,0,0,0,0.030274777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000763383,0,0,0,0,0,0,0,0.012173098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003814939,0,0,0,0,0,0,0,0,0,0,0,0.009901735,0,0,0,0.02842911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010163778,0,0,0,0,0,0,0.004672707,0,0,0,0,0,0.007510724,0,0,0,0,0.043912839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001611708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004464013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002918705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000885357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001629705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2584,22.01500632,49.67581936,2.796251588,0.871985949,8.571030201,0.906119623,0.180702213,0.244557258,0.314288633,0.247732013,0.524057044,2.889148566,0.200272456,0.267654107,2.112971471,1.720919535,0.183978075,0.556492123,0.036442954,0.095477224,0.345716687,0.022891805,0,0.536149424,0.402425499,0.092193273,0.015646083,0.217937845,0.115783525,0,0.678588759,0,0,0.094927203,0,0.066548531,0.011576735,0,0,0.032793806,0,0.021682567,0,0.114784589,0.11580779,0,0.099161558,0.104164325,0,0.136304172,0.0675596,0.092314602,0,0,0,0.013669647,0,0.050909323,0,0.006203512,0,0,0,0,0,0,0,0,0,0.025604704,0.035623584,0,0,0,0.209768411,0.035539059,0,0,0.297298637,0.030849319,0.242923371,0,0,0,0,0,0,0.008365177,0,0.339452106,0.006399659,0.01207782,0,0,0,0,0,0.041611537,0,0,0.003813225,0.075324606,0,0,0,0,0.026191528,0,0,0.019181183,0,0,0.001969117,0,0,0.018248169,0.038281077,0,0.02512748,0,0,0,0,0.022996147,0.08184802,0,0,0.056425713,0,0,0,0,0,0,0.002508744,0,0,0.012389229,0,0,0,0,0,0,0.042100894,0,0,0,0,0,0,0,0,0.059758195,0,0,0.02472831,0,0,0,0,0,0,0,0.004366603,0,0,0,0,0,0,0,0,0,0.014346254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000646841,0,0,0,0,0,0,0,0,0,0.001616173,0,0.021654257,0,0,0,0,0,0,0,0,0.031506513,0.030232567,0,0,0,0,0,0.101810557,0,0,0,0,0,0,0,0,0.000253596,0,0,0,0,0,0,0.001382535,0.019712197,0,0.014828331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012737037,0,0.009116198,0,0,0,0.005541869,0,0,0,0,0,0,0,0,0,0,0,0.001711415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010889208,0,0,0,0,0,0.018460089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000392274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008150426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002937923,0,0,0,0,0,0,0,0,0,0,0,0.004291379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011937484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003838259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00458742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2605,29.96331492,56.03340701,3.740280215,0.384804991,1.114784272,1.035257148,0.143053922,0.232583622,0.150213261,0.012139749,0.055820829,3.463017154,0.58531204,0.051269372,0.37115062,0.331113743,1.015593639,0.059909168,0,0,0.038480499,0.007925001,0,0,0,0.078035279,0.003070848,0,0.102884183,0,0.231441013,0,0.038894268,0.073259855,0.008431394,0.047628965,0.046831796,0.039604128,0,0.026445521,0,0,0,0,0,0,0.00966321,0,0,0.032604602,0.018183431,0,0,0,0,0.088679386,0,0,0,0.059305597,0,0,0.042398017,0.006668131,0,0,0.013390546,0,0.033046842,0,0.00413579,0,0,0,0,0.011036239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020031345,0.014853921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004499071,0,0,0,0,0,0,0,0,0,0.048596957,0,0,0,0.001051352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01270536,0,0,0,0,0,0.038552624,0,0,0,0,0,0,0,0,0,0,0,0,0.002185079,0,0,0,0,0,0,0,0,0,0,0,0,0.031883734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005161861,0,0,0,0,0,0,0.00110537,0,0,0,0,0.004969781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001817546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007515788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2552,30.00036258,31.99502249,5.291989424,3.620032458,5.894198848,1.326618236,0.007833169,12.55195859,1.941574849,0.799325019,0,1.588655564,0.304238573,0.125820267,0.099387847,0.243784708,0.47814666,0.2662511,0,0.015035755,0.042150425,0.137220744,0.981237156,0.093137066,0.024588101,0.067649039,0.072180432,0.038946688,0.049019508,0,0.020561302,0.082206668,0.007111534,0.11084973,0.005848673,0.022328757,0.057040497,0.08462694,0,0.039124555,0.112973556,0,0,0.053601721,0.003008083,0,0.028704469,0,0.025985633,0.205560079,0.137055581,0.040589847,0,0,0.051416488,0.048324977,0.02189891,0.005129579,0.121464624,0.021070554,0.018161569,0,0.003356407,0,0,0,0.013932551,0,0.007156425,0,0.008642044,0,0.027198945,0.020176768,0,0.023349379,0.012892237,0,0.008130039,0,0.014060235,0.01374452,0.006282332,0.022578618,0,0.021625755,0,0.013538066,0,0,0,0.018177238,0,0,0.016156322,0,0,0.003138943,0,0.004495819,0.003462281,0,0.005512842,0,0.00914812,0,0,0,0,0,0,0.018778813,0,0,0.002704437,0,0.029291009,0,0.012449896,0.016535138,0,0,0,0.001868691,0.039653924,0,0,0,0,0,0,0,0.011545312,0,0,0,0.013413135,0.011127111,0.016678279,0,0,0,0,0,0,0,0,0,0.00297505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004536898,0,0,0,0,0.001107523,0,0,0,0,0.027126951,0,0,0.016703477,0.001182207,0,0,0,0,0,0,0.024469522,0,0,0,0.001638607,0,0,0,0,0,0.011037965,0,0,0,0,0,0,0,0,0,0,0,0,0.007382359,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001557889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003467574,0,0.006210973,0,0,0,0,0.004785278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021365306,0,0,0,0,0.008309812,0,0,0,0,0,0,0.003513524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003844908,0.002341714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008723143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001684217,0,0,0,0,0,0.003245451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2494,36.58822138,24.05533409,10.152358,5.098956727,3.285216048,3.759266773,0.744823086,0.748556578,0.999565409,1.027823491,1.021829352,0.45214643,1.279834199,0.487880058,0.508868106,0.831352757,0.472252483,0.374950489,0.332332164,0.366661452,0.416061716,0.096642639,0.009593191,0.224129401,1.197628871,0.237847416,0.088636182,0.041389526,0.212141124,0.100042171,0.186195068,0.191675423,0.144501553,0.027264767,0.05167975,0.068777601,0.139971697,0.042659427,0.094553253,0.014242073,0.133891928,0.038814616,0.08250161,0.078208094,0.376063686,0.354202207,0.009504135,0,0.052644806,0.016628596,0,0.295930618,0.032908677,0.012906236,0.094758767,0.018290685,0.397240121,0.011255279,0.049844687,0.045309693,0.023816425,0.012892536,0.022446336,0.01666713,0.03861424,0.020744857,0.090605685,0.013729146,0.02914607,0.041807403,0.021544646,0,0.031600242,0.030588945,0.150170295,0.011384582,0.00466952,0.030219877,0,0.101343756,0.041901597,0.019873994,0.037645759,0.013438002,0.085359101,0.019382475,0.001506841,0.01236077,0.021387942,0,0.008686363,0.021222675,0.008706914,0.00836405,0.017102133,0.052693615,0,0.01644706,0,0.002941581,0.021712482,0.006307375,0.004728861,0.02314765,0.029623032,0.014625698,0.029277941,0.003719791,0.01902197,0.002926938,0,0.012136418,0.009785859,0.01109515,0.015750883,0,0.010216581,0.004605211,0.005860812,0.008777988,0,0,0.009556369,0.014911704,0,0.01010098,0.012121004,0.013175116,0.01915641,0,0,0,0.001284287,0,0.004641433,0.005390786,0,0,0.003065402,0.002154036,0.005663262,0.005488833,0.076384163,0.008285013,0.012122717,0,0.002049567,0.001390212,0.00270858,0.001972157,0.007884433,0,0,0,0,0.010042751,0.004209427,0,0,0,0.00583675,0.006403709,0,0,0,0.010794587,0.002764754,0.005207879,0.002641959,0.004269539,0.00094245,0.002343023,0,0,0.005822877,0,0.002786589,0.010320194,0.001476699,0.001156954,0,0,0,0,0.004021639,0.002033897,0,0,0.005492772,0,0.003426078,0.010785168,0,0,0,0,0.001366578,0,0.000874973,0,0,0,0,0.001371373,0.006619242,0,0,0.001896032,0,0,0.000736971,0,0,0.002972408,0,0.001043237,0,0,0,0,0,0,0,0.003295235,0.003704806,0,0,0,0,0,0,0,0,0,0,0,0,0.000956836,0,0,0.002281455,0,0.002274091,0.000869493,0.001473188,0,0.00341957,0,0,0,0.000920957,0,0.003117038,0,0,0.003446458,0.000977216,0,0.003129283,0,0.001259368,0,0.0005638,0,0,0.00111491,0,0,0,0,0.000490492,0,0,0.002349189,0.000432075,0,0,0,0.002811765,0,0,0,0,0.000631816,0,0.00037811,0,0.002392603,0,0.002881297,0,0,0,0,0,0,0.002115331,0,0,0,0.002149755,0,0,0,0,0,0.001737529,0,0,0,0,0,0,0.000939196,0.001613108,0.000845139,0,0.000869578,0.001154985,0,0,0,0,0,0,0.001292079,0.000715769,0,0,0,0,0,0,0,0,0.001160893,0,0,0.00092481,0,0.000104966,0,0.000856562,0.001382505,0.001266904,0,0,0,0,0,0,0,0.000355281,0,0,0,0,0,0,0,0.000762103,0,0,0,0,0,0,0,0.00053788,0,0,0,0,0,0,0,0,0.000320532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166089,0,0,0,0,0,0,0.000549037,0,0,0.000569923,0,0,0,0,0,0,0.000729333,0,0,0,0,0,0,0,0.000839376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000231759,0,0,0,0,0,0,0,0,0,0,0.000628871,0,0,0,0,0,0.000248311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
